commodity_name,state,district,market,min_price,max_price,modal_price,price_date,year,month,season,latitude,longitude
Grapes,Punjab,Fazilka,Abohar,0,0,85,2019-09-02,2019,9,Kharif,30.4018,74.0226
Grapes,Punjab,Fazilka,Abohar,0,0,147,2019-08-30,2019,8,Kharif,30.4018,74.0226
Mango,Punjab,Fazilka,Abohar,0,0,76,2019-08-30,2019,8,Kharif,30.4018,74.0226
Pomegranate,Punjab,Fazilka,Abohar,0,0,75,2019-09-26,2019,9,Kharif,30.4018,74.0226
Grapes,Punjab,Fazilka,Abohar,0,0,70,2019-09-26,2019,9,Kharif,30.4018,74.0226
Tinda,Punjab,Fazilka,Abohar,0,0,78,2019-10-09,2019,10,Kharif,30.4018,74.0226
Pomegranate,Punjab,Fazilka,Abohar,60,96,77,2019-09-03,2019,9,Kharif,30.4018,74.0226
Pomegranate,Punjab,Fazilka,Abohar,39,86,73,2019-09-11,2019,9,Kharif,30.4018,74.0226
Peas+cod,Punjab,Fazilka,Abohar,106,125,125,2019-09-26,2019,9,Kharif,30.4018,74.0226
Plum,Punjab,Fazilka,Abohar,0,0,95,2019-09-11,2019,9,Kharif,30.4018,74.0226
Grapes,Punjab,Fazilka,Abohar,79,105,80,2019-10-15,2019,10,Kharif,30.4018,74.0226
Mango,Punjab,Fazilka,Abohar,40,85,85,2019-10-15,2019,10,Kharif,30.4018,74.0226
Peas+cod,Punjab,Fazilka,Abohar,52,73,64,2019-10-15,2019,10,Kharif,30.4018,74.0226
Pomegranate,Punjab,Fazilka,Abohar,43,74,74,2019-10-15,2019,10,Kharif,30.4018,74.0226
Garlic,Punjab,Fazilka,Abohar,100,175,165,2019-10-15,2019,10,Kharif,30.4018,74.0226
Ginger(Dry),Punjab,Fazilka,Abohar,64,74,74,2019-10-15,2019,10,Kharif,30.4018,74.0226
Pomegranate,Punjab,Fazilka,Abohar,85,110,85,2019-09-25,2019,9,Kharif,30.4018,74.0226
Coriander(Leaves),Punjab,Fazilka,Abohar,53,74,64,2019-10-22,2019,10,Kharif,30.4018,74.0226
Garlic,Punjab,Fazilka,Abohar,120,150,131,2019-10-25,2019,10,Kharif,30.4018,74.0226
Grapes,Punjab,Fazilka,Abohar,0,0,120,2019-10-25,2019,10,Kharif,30.4018,74.0226
Garlic,Punjab,Fazilka,Abohar,64,65,64,2019-09-25,2019,9,Kharif,30.4018,74.0226
Grapes,Punjab,Fazilka,Abohar,70,109,108,2019-09-25,2019,9,Kharif,30.4018,74.0226
Peas+cod,Punjab,Fazilka,Abohar,0,0,62,2019-10-25,2019,10,Kharif,30.4018,74.0226
Mango,Punjab,Fazilka,Abohar,0,0,120,2019-09-25,2019,9,Kharif,30.4018,74.0226
Garlic,Punjab,Fazilka,Abohar,60,130,105,2019-09-26,2019,9,Kharif,30.4018,74.0226
Plum,Punjab,Fazilka,Abohar,0,0,82,2019-10-21,2019,10,Kharif,30.4018,74.0226
Pomegranate,Punjab,Fazilka,Abohar,0,0,72,2019-10-21,2019,10,Kharif,30.4018,74.0226
Coriander(Leaves),Punjab,Fazilka,Abohar,0,0,167,2019-10-15,2019,10,Kharif,30.4018,74.0226
Grapes,Punjab,Fazilka,Abohar,0,0,83,2019-10-18,2019,10,Kharif,30.4018,74.0226
Plum,Punjab,Fazilka,Abohar,0,0,115,2019-11-25,2019,11,Rabi,30.4018,74.0226
Capsicum,Punjab,Fazilka,Abohar,0,0,63,2019-10-15,2019,10,Kharif,30.4018,74.0226
Garlic,Punjab,Fazilka,Abohar,50,160,100,2019-12-03,2019,12,Rabi,30.4018,74.0226
Plum,Punjab,Fazilka,Abohar,0,0,92,2019-09-14,2019,9,Kharif,30.4018,74.0226
Pomegranate,Punjab,Fazilka,Abohar,31,92,80,2019-09-14,2019,9,Kharif,30.4018,74.0226
Grapes,Punjab,Fazilka,Abohar,0,0,88,2019-09-06,2019,9,Kharif,30.4018,74.0226
Peas+cod,Punjab,Fazilka,Abohar,0,0,66,2019-09-06,2019,9,Kharif,30.4018,74.0226
Pomegranate,Punjab,Fazilka,Abohar,65,98,73,2019-09-06,2019,9,Kharif,30.4018,74.0226
Grapes,Punjab,Fazilka,Abohar,50,120,120,2019-09-11,2019,9,Kharif,30.4018,74.0226
Mango,Punjab,Fazilka,Abohar,0,0,86,2019-10-21,2019,10,Kharif,30.4018,74.0226
Garlic,Punjab,Fazilka,Abohar,0,0,100,2019-11-28,2019,11,Rabi,30.4018,74.0226
Garlic,Punjab,Fazilka,Abohar,80,160,144,2019-10-18,2019,10,Kharif,30.4018,74.0226
Ginger(Dry),Punjab,Fazilka,Abohar,0,0,59,2019-10-18,2019,10,Kharif,30.4018,74.0226
Pomegranate,Punjab,Fazilka,Abohar,50,61,61,2019-10-12,2019,10,Kharif,30.4018,74.0226
Grapes,Punjab,Fazilka,Abohar,0,0,129,2019-09-21,2019,9,Kharif,30.4018,74.0226
Peas+cod,Punjab,Fazilka,Abohar,69,75,69,2019-10-12,2019,10,Kharif,30.4018,74.0226
Grapes,Punjab,Fazilka,Abohar,0,0,100,2019-09-24,2019,9,Kharif,30.4018,74.0226
Plum,Punjab,Fazilka,Abohar,0,0,110,2019-11-28,2019,11,Rabi,30.4018,74.0226
Pomegranate,Punjab,Fazilka,Abohar,80,96,80,2019-09-21,2019,9,Kharif,30.4018,74.0226
Mango,Punjab,Fazilka,Abohar,0,0,100,2019-09-24,2019,9,Kharif,30.4018,74.0226
Garlic,Punjab,Fazilka,Abohar,70,75,70,2019-09-21,2019,9,Kharif,30.4018,74.0226
Garlic,Punjab,Fazilka,Abohar,80,150,115,2019-10-04,2019,10,Kharif,30.4018,74.0226
Ginger(Dry),Punjab,Fazilka,Abohar,55,82,82,2019-10-04,2019,10,Kharif,30.4018,74.0226
Mango,Punjab,Fazilka,Abohar,73,100,80,2019-10-04,2019,10,Kharif,30.4018,74.0226
Methi(Leaves),Punjab,Fazilka,Abohar,0,0,63,2019-10-04,2019,10,Kharif,30.4018,74.0226
Pomegranate,Punjab,Fazilka,Abohar,75,85,85,2019-10-04,2019,10,Kharif,30.4018,74.0226
Coriander(Leaves),Punjab,Fazilka,Abohar,101,143,131,2019-10-09,2019,10,Kharif,30.4018,74.0226
Garlic,Punjab,Fazilka,Abohar,100,155,140,2019-10-09,2019,10,Kharif,30.4018,74.0226
Grapes,Punjab,Fazilka,Abohar,114,115,115,2019-10-09,2019,10,Kharif,30.4018,74.0226
Mango,Punjab,Fazilka,Abohar,0,0,98,2019-10-09,2019,10,Kharif,30.4018,74.0226
Peas+cod,Punjab,Fazilka,Abohar,0,0,78,2019-10-09,2019,10,Kharif,30.4018,74.0226
Pomegranate,Punjab,Fazilka,Abohar,0,0,80,2019-10-09,2019,10,Kharif,30.4018,74.0226
Capsicum,Punjab,Fazilka,Abohar,50,62,62,2019-10-07,2019,10,Kharif,30.4018,74.0226
Garlic,Punjab,Fazilka,Abohar,100,125,120,2019-10-07,2019,10,Kharif,30.4018,74.0226
Grapes,Punjab,Fazilka,Abohar,128,130,130,2019-10-07,2019,10,Kharif,30.4018,74.0226
Mango,Punjab,Fazilka,Abohar,0,0,98,2019-10-07,2019,10,Kharif,30.4018,74.0226
Pomegranate,Punjab,Fazilka,Abohar,69,80,70,2019-10-07,2019,10,Kharif,30.4018,74.0226
Grapes,Punjab,Fazilka,Abohar,70,144,120,2019-10-21,2019,10,Kharif,30.4018,74.0226
Garlic,Punjab,Fazilka,Abohar,66,150,115,2019-10-21,2019,10,Kharif,30.4018,74.0226
Ginger(Dry),Punjab,Fazilka,Abohar,64,75,64,2019-10-21,2019,10,Kharif,30.4018,74.0226
Garlic,Punjab,Fazilka,Abohar,110,195,156,2019-10-12,2019,10,Kharif,30.4018,74.0226
Coriander(Leaves),Punjab,Fazilka,Abohar,94,113,100,2019-10-21,2019,10,Kharif,30.4018,74.0226
Coriander(Leaves),Punjab,Fazilka,Abohar,94,131,108,2019-10-18,2019,10,Kharif,30.4018,74.0226
Garlic,Punjab,Fazilka,Abohar,100,164,122,2019-10-22,2019,10,Kharif,30.4018,74.0226
Garlic,Punjab,Fazilka,Abohar,62,110,97,2019-11-14,2019,11,Rabi,30.4018,74.0226
Ginger(Dry),Punjab,Fazilka,Abohar,52,65,61,2019-11-14,2019,11,Rabi,30.4018,74.0226
Grapes,Punjab,Fazilka,Abohar,60,161,161,2019-11-14,2019,11,Rabi,30.4018,74.0226
Plum,Punjab,Fazilka,Abohar,60,107,107,2019-11-14,2019,11,Rabi,30.4018,74.0226
Pomegranate,Punjab,Fazilka,Abohar,61,104,80,2019-11-14,2019,11,Rabi,30.4018,74.0226
Garlic,Punjab,Fazilka,Abohar,69,156,69,2019-11-07,2019,11,Rabi,30.4018,74.0226
Grapes,Punjab,Fazilka,Abohar,0,0,78,2019-11-07,2019,11,Rabi,30.4018,74.0226
Peas+cod,Punjab,Fazilka,Abohar,34,61,57,2019-11-07,2019,11,Rabi,30.4018,74.0226
Garlic,Punjab,Fazilka,Abohar,50,117,100,2019-12-13,2019,12,Rabi,30.4018,74.0226
Grapes,Punjab,Fazilka,Abohar,80,90,90,2019-12-13,2019,12,Rabi,30.4018,74.0226
Pomegranate,Punjab,Fazilka,Abohar,0,0,70,2019-12-13,2019,12,Rabi,30.4018,74.0226
Mango,Punjab,Fazilka,Abohar,0,0,90,2019-12-03,2019,12,Rabi,30.4018,74.0226
Grapes,Punjab,Fazilka,Abohar,63,100,67,2019-11-18,2019,11,Rabi,30.4018,74.0226
Ginger(Dry),Punjab,Fazilka,Abohar,53,64,61,2019-12-02,2019,12,Rabi,30.4018,74.0226
Pomegranate,Punjab,Fazilka,Abohar,45,74,74,2019-12-02,2019,12,Rabi,30.4018,74.0226
Garlic,Punjab,Fazilka,Abohar,100,141,108,2019-11-25,2019,11,Rabi,30.4018,74.0226
Ginger(Dry),Punjab,Fazilka,Abohar,58,67,66,2019-11-25,2019,11,Rabi,30.4018,74.0226
Grapes,Punjab,Fazilka,Abohar,70,209,130,2019-11-25,2019,11,Rabi,30.4018,74.0226
Ginger(Dry),Punjab,Fazilka,Abohar,65,72,66,2019-12-06,2019,12,Rabi,30.4018,74.0226
Pomegranate,Punjab,Fazilka,Abohar,30,69,69,2019-12-06,2019,12,Rabi,30.4018,74.0226
Garlic,Punjab,Fazilka,Abohar,90,136,119,2019-12-06,2019,12,Rabi,30.4018,74.0226
Grapes,Punjab,Fazilka,Abohar,25,80,80,2019-12-16,2019,12,Rabi,30.4018,74.0226
Garlic,Punjab,Fazilka,Abohar,45,123,120,2019-12-16,2019,12,Rabi,30.4018,74.0226
Grapes,Punjab,Fazilka,Abohar,50,220,200,2019-12-03,2019,12,Rabi,30.4018,74.0226
Ginger(Dry),Punjab,Fazilka,Abohar,57,65,61,2019-12-03,2019,12,Rabi,30.4018,74.0226
Ginger(Dry),Punjab,Fazilka,Abohar,63,70,63,2019-12-09,2019,12,Rabi,30.4018,74.0226
Ginger(Dry),Punjab,Fazilka,Abohar,46,66,59,2019-12-31,2019,12,Rabi,30.4018,74.0226
Garlic,Punjab,Fazilka,Abohar,100,140,140,2019-12-31,2019,12,Rabi,30.4018,74.0226
Apple,Punjab,Fazilka,Abohar,46,76,76,2019-12-26,2019,12,Rabi,30.4018,74.0226
Garlic,Punjab,Fazilka,Abohar,37,137,100,2019-12-26,2019,12,Rabi,30.4018,74.0226
Apple,Punjab,Fazilka,Abohar,0,0,62,2019-12-31,2019,12,Rabi,30.4018,74.0226
Mango,Punjab,Fazilka,Abohar,70,70,70,2021-03-03,2021,3,Rabi,30.4018,74.0226
Grapes,Punjab,Fazilka,Abohar,33,76,56,2021-04-20,2021,4,Zaid,30.4018,74.0226
Orange,Punjab,Fazilka,Abohar,65,79,68,2021-04-07,2021,4,Zaid,30.4018,74.0226
Pomegranate,Punjab,Fazilka,Abohar,76,120,85,2021-05-28,2021,5,Zaid,30.4018,74.0226
Pomegranate,Punjab,Fazilka,Abohar,37,89,66,2021-03-08,2021,3,Rabi,30.4018,74.0226
Mango,Punjab,Fazilka,Abohar,55,76,70,2021-04-07,2021,4,Zaid,30.4018,74.0226
Grapes,Punjab,Fazilka,Abohar,79,105,98,2021-05-26,2021,5,Zaid,30.4018,74.0226
Litchi,Punjab,Fazilka,Abohar,75,95,86,2021-05-26,2021,5,Zaid,30.4018,74.0226
Mousambi(Sweet+Lime),Punjab,Fazilka,Abohar,75,88,80,2021-05-26,2021,5,Zaid,30.4018,74.0226
Pomegranate,Punjab,Fazilka,Abohar,75,99,89,2021-05-26,2021,5,Zaid,30.4018,74.0226
Apple,Punjab,Fazilka,Abohar,86,201,103,2021-05-26,2021,5,Zaid,30.4018,74.0226
Mango,Punjab,Fazilka,Abohar,77,89,80,2021-03-08,2021,3,Rabi,30.4018,74.0226
Orange,Punjab,Fazilka,Abohar,75,75,75,2021-03-22,2021,3,Rabi,30.4018,74.0226
Mousambi(Sweet+Lime),Punjab,Fazilka,Abohar,66,90,80,2021-05-28,2021,5,Zaid,30.4018,74.0226
Pomegranate,Punjab,Fazilka,Abohar,46,112,71,2021-04-17,2021,4,Zaid,30.4018,74.0226
Garlic,Punjab,Fazilka,Abohar,45,70,59,2021-03-03,2021,3,Rabi,30.4018,74.0226
Mango,Punjab,Fazilka,Abohar,71,92,80,2021-03-22,2021,3,Rabi,30.4018,74.0226
Lemon,Punjab,Fazilka,Abohar,36,75,71,2021-04-17,2021,4,Zaid,30.4018,74.0226
Litchi,Punjab,Fazilka,Abohar,76,91,83,2021-05-28,2021,5,Zaid,30.4018,74.0226
Orange,Punjab,Fazilka,Abohar,75,85,75,2021-04-13,2021,4,Zaid,30.4018,74.0226
Apple,Punjab,Fazilka,Abohar,65,95,79,2021-03-22,2021,3,Rabi,30.4018,74.0226
Cabbage,Punjab,Fazilka,Abohar,2,5,3,2021-03-25,2021,3,Rabi,30.4018,74.0226
Grapes,Punjab,Fazilka,Abohar,57,90,68,2021-04-29,2021,4,Zaid,30.4018,74.0226
Mousambi(Sweet+Lime),Punjab,Fazilka,Abohar,45,60,57,2021-04-29,2021,4,Zaid,30.4018,74.0226
Peas+cod,Punjab,Fazilka,Abohar,51,65,56,2021-04-29,2021,4,Zaid,30.4018,74.0226
Pomegranate,Punjab,Fazilka,Abohar,47,83,66,2021-04-29,2021,4,Zaid,30.4018,74.0226
Apple,Punjab,Fazilka,Abohar,74,157,92,2021-04-29,2021,4,Zaid,30.4018,74.0226
Garlic,Rajasthan,Sirohi,Abu Road,130,130,130,2019-10-31,2019,10,Kharif,24.8878,72.8601
Apple,Uttar Pradesh,Auraiya,Achalda,60,61,61,2019-07-05,2019,7,Kharif,26.4667,79.5167
Apple,Uttar Pradesh,Auraiya,Achalda,60,63,62,2019-07-04,2019,7,Kharif,26.4667,79.5167
Apple,Uttar Pradesh,Auraiya,Achalda,60,62,61,2019-07-09,2019,7,Kharif,26.4667,79.5167
Apple,Uttar Pradesh,Auraiya,Achalda,55,57,56,2019-07-06,2019,7,Kharif,26.4667,79.5167
Arhar+Dal(Tur+Dal),Uttar Pradesh,Auraiya,Achalda,80,81,81,2019-09-30,2019,9,Kharif,26.4667,79.5167
Arhar+Dal(Tur+Dal),Uttar Pradesh,Auraiya,Achalda,86,87,86,2019-11-25,2019,11,Rabi,26.4667,79.5167
Apple,Uttar Pradesh,Auraiya,Achalda,54,57,56,2019-09-20,2019,9,Kharif,26.4667,79.5167
Arhar+Dal(Tur+Dal),Uttar Pradesh,Auraiya,Achalda,79,81,80,2019-09-20,2019,9,Kharif,26.4667,79.5167
Garlic,Uttar Pradesh,Auraiya,Achalda,73,75,74,2019-09-20,2019,9,Kharif,26.4667,79.5167
Mustard+Oil,Uttar Pradesh,Auraiya,Achalda,87,89,88,2019-09-20,2019,9,Kharif,26.4667,79.5167
Garlic,Uttar Pradesh,Auraiya,Achalda,98,100,99,2019-11-07,2019,11,Rabi,26.4667,79.5167
Mustard+Oil,Uttar Pradesh,Auraiya,Achalda,91,92,92,2019-11-07,2019,11,Rabi,26.4667,79.5167
Arhar+Dal(Tur+Dal),Uttar Pradesh,Auraiya,Achalda,86,87,86,2019-11-07,2019,11,Rabi,26.4667,79.5167
Apple,Uttar Pradesh,Auraiya,Achalda,58,60,59,2019-10-05,2019,10,Kharif,26.4667,79.5167
Garlic,Uttar Pradesh,Auraiya,Achalda,74,76,75,2019-09-19,2019,9,Kharif,26.4667,79.5167
Mustard+Oil,Uttar Pradesh,Auraiya,Achalda,89,91,90,2019-10-05,2019,10,Kharif,26.4667,79.5167
Garlic,Uttar Pradesh,Auraiya,Achalda,99,110,100,2019-11-20,2019,11,Rabi,26.4667,79.5167
Mustard+Oil,Uttar Pradesh,Auraiya,Achalda,89,91,90,2019-09-19,2019,9,Kharif,26.4667,79.5167
Mustard+Oil,Uttar Pradesh,Auraiya,Achalda,90,91,91,2019-09-21,2019,9,Kharif,26.4667,79.5167
Garlic,Uttar Pradesh,Auraiya,Achalda,80,82,81,2019-09-21,2019,9,Kharif,26.4667,79.5167
Garlic,Uttar Pradesh,Auraiya,Achalda,86,88,87,2019-09-26,2019,9,Kharif,26.4667,79.5167
Mustard+Oil,Uttar Pradesh,Auraiya,Achalda,89,90,90,2019-10-15,2019,10,Kharif,26.4667,79.5167
Arhar+Dal(Tur+Dal),Uttar Pradesh,Auraiya,Achalda,80,81,81,2019-10-29,2019,10,Kharif,26.4667,79.5167
Mustard,Uttar Pradesh,Auraiya,Achalda,75,77,76,2019-10-29,2019,10,Kharif,26.4667,79.5167
Apple,Uttar Pradesh,Auraiya,Achalda,60,63,61,2019-09-21,2019,9,Kharif,26.4667,79.5167
Mustard+Oil,Uttar Pradesh,Auraiya,Achalda,88,90,89,2019-09-27,2019,9,Kharif,26.4667,79.5167
Garlic,Uttar Pradesh,Auraiya,Achalda,105,109,108,2019-12-10,2019,12,Rabi,26.4667,79.5167
Garlic,Uttar Pradesh,Auraiya,Achalda,97,99,98,2019-11-04,2019,11,Rabi,26.4667,79.5167
Garlic,Uttar Pradesh,Auraiya,Achalda,85,87,86,2019-09-25,2019,9,Kharif,26.4667,79.5167
Arhar+Dal(Tur+Dal),Uttar Pradesh,Auraiya,Achalda,80,81,80,2019-10-08,2019,10,Kharif,26.4667,79.5167
Apple,Uttar Pradesh,Auraiya,Achalda,56,58,57,2019-11-08,2019,11,Rabi,26.4667,79.5167
Arhar+Dal(Tur+Dal),Uttar Pradesh,Auraiya,Achalda,86,88,87,2019-11-08,2019,11,Rabi,26.4667,79.5167
Mustard+Oil,Uttar Pradesh,Auraiya,Achalda,79,80,80,2019-10-26,2019,10,Kharif,26.4667,79.5167
Onion,Uttar Pradesh,Auraiya,Achalda,70,71,71,2019-12-10,2019,12,Rabi,26.4667,79.5167
Apple,Uttar Pradesh,Auraiya,Achalda,60,61,61,2019-09-24,2019,9,Kharif,26.4667,79.5167
Apple,Uttar Pradesh,Auraiya,Achalda,55,56,56,2019-11-04,2019,11,Rabi,26.4667,79.5167
Arhar+Dal(Tur+Dal),Uttar Pradesh,Auraiya,Achalda,81,83,82,2019-11-04,2019,11,Rabi,26.4667,79.5167
Mustard+Oil,Uttar Pradesh,Auraiya,Achalda,90,91,90,2019-10-12,2019,10,Kharif,26.4667,79.5167
Mustard+Oil,Uttar Pradesh,Auraiya,Achalda,89,91,90,2019-09-23,2019,9,Kharif,26.4667,79.5167
Arhar+Dal(Tur+Dal),Uttar Pradesh,Auraiya,Achalda,80,82,81,2019-09-19,2019,9,Kharif,26.4667,79.5167
Garlic,Uttar Pradesh,Auraiya,Achalda,87,89,88,2019-09-28,2019,9,Kharif,26.4667,79.5167
Arhar+Dal(Tur+Dal),Uttar Pradesh,Auraiya,Achalda,79,80,80,2019-10-17,2019,10,Kharif,26.4667,79.5167
Apple,Uttar Pradesh,Auraiya,Achalda,55,58,57,2019-11-06,2019,11,Rabi,26.4667,79.5167
Arhar+Dal(Tur+Dal),Uttar Pradesh,Auraiya,Achalda,85,87,86,2019-11-06,2019,11,Rabi,26.4667,79.5167
Garlic,Uttar Pradesh,Auraiya,Achalda,114,120,116,2019-12-26,2019,12,Rabi,26.4667,79.5167
Garlic,Uttar Pradesh,Auraiya,Achalda,94,100,99,2019-11-30,2019,11,Rabi,26.4667,79.5167
Arhar+Dal(Tur+Dal),Uttar Pradesh,Auraiya,Achalda,83,85,85,2019-11-12,2019,11,Rabi,26.4667,79.5167
Mustard+Oil,Uttar Pradesh,Auraiya,Achalda,90,91,90,2019-12-06,2019,12,Rabi,26.4667,79.5167
Onion,Uttar Pradesh,Auraiya,Achalda,70,71,70,2019-12-06,2019,12,Rabi,26.4667,79.5167
Onion,Uttar Pradesh,Auraiya,Achalda,65,67,67,2019-12-26,2019,12,Rabi,26.4667,79.5167
Arhar+Dal(Tur+Dal),Uttar Pradesh,Auraiya,Achalda,79,81,80,2019-10-19,2019,10,Kharif,26.4667,79.5167
Garlic,Uttar Pradesh,Auraiya,Achalda,100,108,106,2019-12-06,2019,12,Rabi,26.4667,79.5167
